acceleration_x,acceleration_y,acceleration_z
-9.911,-2.544,3.274
-10.63,-2.191,3.006
-11.77,-1.66,2.503
-12.17,-1.382,2.017
-11.81,-1.502,1.839
-10.17,-1.303,1.454
-11.01,-0.7951,0.6874
-12.42,-1.277,0.06706
-10.46,-0.582,-0.3616
-6.514,0.3161,-1.193
-4.886,-0.97,-0.4766
-7.583,-0.2179,-1.775
-10.07,-0.7568,-2.433
-11.67,-1.502,-1.571
-12.12,-2.29,-0.08862
-14.06,-1.847,0.4766
-15.99,-1.873,1.506
-13.6,-2.639,3.818
-7.844,-2.031,4.055
-5.928,-0.7305,2.661
-12.15,-1.629,3.964
-14.72,-1.835,5.013
-8.538,-1.657,3.612
-5.13,-1.171,4.404
-6.785,-0.7137,3.343
-9.278,-2.249,2.893
-11.61,-2.505,2.57
-11.55,-2.136,2.211
-11.89,-1.001,1.791
-13.77,-1.09,1.712
-14.94,-1.969,1.82
-11.65,-2.084,1.066
-11.69,-1.83,0.4359
-13.36,-0.8766,-0.1605
-10.8,-0.1174,-1.552
-8.737,0.388,-2.057
-6.804,1.375,-2.024
-6.574,0.6179,-1.377
-6.938,0.4934,-1.897
-8.778,-1.095,-1.277
-10.73,-1.875,-0.2874
-13,-2.453,0.7401
-14.16,-2.728,0.9987
-14.3,-2.287,1.296
-14.85,-2.476,2.735
-12.43,-2.541,4.325
-10.39,-2.795,4.78
-9.41,-1.617,4.783
-8.95,-1.08,3.707
-8.648,-1.382,3.111
-8.653,-2.462,4.119
-8.943,-3.104,5.13
-9.693,-2.869,5.868
-9.81,-1.842,4.927
-11.06,-1.154,3.571
-12.04,-1.102,2.587
-12.67,-1.722,2.328
-13.27,-1.976,2.211
-13.17,-1.648,1.83
-12.4,-1.269,1.3
-10.08,-0.5916,0.3664
-11.53,-0.982,-0.07664
-11.83,-0.2706,-1.138
-8.806,-0.5293,-1.303
-6.143,0.1221,-1.892
-5.7,-0.05988,-1.803
-7.044,-0.7041,-1.449
-10.14,-1.782,-0.9221
-11.02,-2.587,0.1892
-11.68,-3.485,1.554
-13.66,-3.178,1.617
-15.09,-2.472,1.341
-12.82,-2.124,2.908
-8.533,-0.6443,3.734
-11.31,-1.825,4.929
-11.85,-1.708,5.829
-9.204,-2.419,4.79
-7.135,-2.388,4.898
-7.384,-2.594,4.625
-8.833,-2.704,4.136
-10.15,-2.06,3.909
-9.796,-2.167,3.741
-10.15,-2.1,3.602
-12.84,-2.141,3.14
-14.61,-2.369,2.817
-12.81,-2.041,2.254
-9.453,-0.879,0.6227
-12.79,-0.7137,-0.5006
-14.07,-0.4072,-1.039
-10.48,-1.557,-0.8694
-7.422,-0.0982,-1.612
-6.313,0.5509,-1.547
-7.166,-0.3976,-0.9508
-8.984,-0.8933,-1.253
-9.211,-1.722,-0.388
-9.618,-1.976,0.7688
-11.34,-2.079,0.9077
-12.94,-2.242,0.7544
-12.8,-2.57,1.753
-10.78,-2.704,3.054
-9.036,-2.62,2.888
-12.37,-2.661,2.92
-14.37,-2.728,4.706
-10.7,-1.789,4.598
-7.602,-0.9005,4.433
-7.41,-0.6682,4.488
-8.538,-1.557,3.992
-9.719,-2.524,3.961
-9.879,-2.338,3.731
-10.04,-1.964,3.521
-12.16,-1.847,3.439
-13.98,-1.542,2.814
-13.51,-0.7784,1.597
-10.45,-0.07904,-0.1629
-12.34,-1.142,-0.4048
-12.27,-1.928,-0.4551
-10.79,-0.8383,-1.061
-7.901,-0.2635,-1.657
-6.831,0.4694,-1.65
-7.573,0.879,-1.966
-8.318,-0.3664,-1.638
-9.487,-1.205,-0.685
-9.975,-1.43,0.1629
-10.89,-1.564,0.6682
-12.38,-1.794,0.9029
-15.22,-1.686,1.202
-14.51,-1.878,1.985
-10.8,-2.215,3.818
-7.829,-2.469,3.813
-10.72,-3.485,3.351
-13.25,-2.462,3.593
-8.989,-1.305,3.602
-6.088,-1.207,4.057
-7.072,-0.8598,3.6
-9.264,-2.306,3.284
-11.26,-3.566,3.183
-11.08,-2.637,3.308
-9.918,-1.348,3.315
-10.88,-0.7401,2.704
-13.24,-1.48,2.158
-13.84,-1.006,1.272
-9.779,0.2994,0.06706
-8.21,-0.17,0.194
-11.98,-0.879,-0.1653
-11.54,-0.1413,-1.296
-8.282,-1.03,-1.32
-6.809,0.1581,-0.9628
-7.532,0.3233,-0.9077
-9.463,-0.7089,-0.9963
-10.72,-1.31,-0.2611
-10.9,-1.93,0.9652
-11.56,-1.878,0.8646
-13.04,-1.662,0.7329
-13.33,-1.6,1.823
-10.34,-2.4,3.298
-7.075,-2.51,3.633
-7.659,-2.235,2.802
-11.81,-2.453,2.963
-11.75,-1.732,2.757
-8.366,-2.05,3.521
-6.993,-1.394,3.885
-8.086,-1.581,3.478
-9.434,-1.851,2.721
-10.01,-2.187,2.704
-9.791,-1.95,2.757
-10.52,-2.05,2.807
-12.45,-2.076,2.63
-12.65,-1.54,1.818
-8.759,0.1269,0.03114
-8.313,-0.4287,0.3449
-13.14,-1.183,-0.1677
-11.39,-2.055,-0.7257
-8.44,-1.796,-0.9029
-7.123,0.002395,-0.9005
-8.208,-0.17,-0.9484
-9.614,-0.4215,-1.633
-9.958,-1.523,-0.6227
-10.16,-1.983,0.1006
-9.999,-1.945,0.4072
-12.3,-2.144,0.5461
-14.76,-2.115,1.31
-11.97,-2.86,3.334
-7.738,-2.73,4.646
-5.164,-1.427,3.226
-7.877,-0.9748,1.633
-16.75,-2.282,2.836
-13.41,-1.061,1.626
-5.925,-2.759,4.215
-5.93,-0.7065,4.917
-7.061,-1.878,3.075
-9.369,-2.862,2.409
-11.32,-2.97,2.481
-10.54,-2.378,2.503
-10.16,-1.947,2.457
-12.68,-1.49,2.261
-12.37,-0.7353,0.8215
-8.83,-0.8023,0.1964
-10.84,-1.518,-0.07185
-14.16,-1.157,-1.135
-9.135,-2.28,-0.7353
-6.696,-0.6299,-1.174
-6.699,-0.2203,-1.111
-7.944,0.3042,-2.026
-9.654,-0.4072,-2.429
-9.918,-1.243,-1.303
-11.28,-1.717,-0.6347
-13.69,-2.244,0.00479
-15.75,-2.481,1.008
-13.2,-2.721,2.932
-9,-2.414,2.951
-9.396,-1.882,2.426
-13.09,-1.763,3.082
-11,-2.232,3.94
-7.954,-2.294,4.194
-6.797,-1.95,4.73
-7.381,-2.714,4.615
-9.441,-2.484,4.028
-10.78,-2.196,3.626
-11.61,-1.626,2.785
-13.34,-1.569,2.383
-14.98,-1.047,1.789
-14.83,-0.6634,1.169
-12.45,-0.7496,0.1437
-10.35,-1.454,0.0479
-11.51,-2.256,-0.00479
-12.11,-2.4,-0.8957
-8.998,-1.607,-1.09
-5.882,0.03353,-1.418
-5.305,-0.2036,-1.169
-6.56,-0.2898,-1.162
-8.481,-0.8886,-1.224
-10.03,-1.76,-0.5844
-11.64,-2.354,0.2922
-13.48,-2.27,0.5988
-15.6,-2.414,1.545
-15.28,-2.809,2.862
-11.97,-2.678,3.08
-11.21,-2.599,3.379
-12.5,-2.002,4.256
-10.52,-1.712,3.992
-8.059,-1.806,4.158
-7.446,-1.971,4.692
-8.634,-2.833,4.881
-9.499,-2.761,4.57
-9.87,-1.808,4
-10.6,-1.346,3.624
-11.71,-1.679,2.903
-14.47,-1.954,2.464
-14.66,-1.645,1.796
-14.26,-1.808,1.238
-12.32,-0.7712,0.06946
-11.44,-1.669,-0.17
-13.1,-1.221,-1.066
-9.379,-0.1629,-1.669
-6.22,-0.297,-1.219
-5.82,0.5053,-1.31
-6.768,0.5772,-1.595
-8.105,-0.5341,-1.523
-9.851,-1.662,-0.5293
-11.51,-2.199,0.1677
-13.93,-2.599,0.6227
-15.6,-2.546,1.399
-13.9,-2.793,2.778
-10.27,-2.481,2.963
-11.1,-2.299,2.694
-14.28,-1.844,3.454
-11.3,-1.892,4.004
-7.98,-1.988,4.34
-6.855,-2.041,4.51
-7.547,-2.884,4.285
-9.151,-2.987,4.026
-10.37,-2.761,3.969
-10.89,-2.268,3.607
-11.72,-1.918,3.157
-13.48,-1.811,2.503
-14.3,-1.976,2.079
-13.23,-1.751,0.8359
-11.52,-0.1605,-1.078
-13.76,-1.104,-0.6035
-13.16,-1.382,-0.4646
-8.965,-1.547,-1.138
-6.62,-0.285,-1.772
-5.441,-0.1461,-1.181
-6.68,0.103,-1.48
-8.181,0.1078,-2.237
-9.384,-0.9844,-1.296
-10.31,-1.423,-0.2467
-12.6,-2.062,0.3952
-15.31,-2.151,1.023
-14.3,-2.508,2.551
-11.91,-2.275,3.14
-11.39,-2.215,3.293
-13.03,-1.933,3.954
-11.3,-1.82,4.531
-8.962,-1.885,4.673
-7.81,-1.832,4.663
-8.011,-2.608,4.694
-9.242,-2.908,4.491
-10.38,-2.529,3.913
-10.51,-2.237,3.65
-11.67,-1.835,3.581
-13.55,-1.631,2.632
-14.6,-1.48,1.861
-13.11,-1.382,0.788
-10.58,-1.018,0.2754
-10.39,-1.43,0.05509
-12.18,-1.629,-0.7281
-9.93,-1.039,-1.665
-7.051,-1.001,-1.887
-6.258,0.3521,-2.165
-6.826,-0.6347,-1.461
-8.512,-1.327,-2.009
-9.827,-2.062,-1.677
-10.87,-2.417,-0.3904
-13.06,-1.193,0.05269
-14.85,-1.38,1.097
-13.85,-1.356,2.148
-11.23,-0.9197,2.663
-12.28,-1.765,2.955
-14.03,-1.684,4.443
-11.03,-2.282,4.941
-7.729,-2.259,5.485
-6.986,-1.753,5.219
-8.332,-2.546,4.713
-10.04,-2.692,4.44
-10.85,-1.882,3.549
-10.7,-1.597,3.169
-11.42,-1.389,2.769
-13.57,-1.722,2.12
-14.66,-2.053,2.117
-12.33,-1.181,0.5556
-10.54,-1.109,-0.2156
-13.3,-1.14,-0.8526
-12.31,-1.791,-0.8119
-9.029,-1.751,-0.764
-6.464,-0.867,-0.7401
-5.851,-0.273,-0.843
-7.101,-1.102,-0.7281
-8.138,-1.13,-1.461
-8.969,-0.5676,-0.5125
-10.28,-0.9772,-0.1317
-13.02,-2.292,0.7353
-14.6,-2.611,1.897
-13.51,-2.56,3.408
-10.91,-2.321,3.384
-12.86,-1.756,3.126
-13.57,-1.25,4.407
-10.58,-1.722,4.424
-8.474,-1.384,4.304
-7.99,-1.638,4.697
-8.526,-2.211,4.881
-9.242,-2.438,5.075
-9.899,-1.65,4.481
-10.43,-1.15,4.464
-13.2,0.3449,3.085
-14.41,-1.006,2.491
-13.22,-1.047,1.978
-11.92,0.1437,1.245
-11.83,-1.775,1.085
-12.68,-1.53,0.06467
-10.05,-0.6491,-1.665
-6.974,-0.5556,-2.225
-6.565,-0.1365,-2.34
-7.42,-0.2874,-2.311
-8.653,-0.8694,-2.697
-9.482,-1.971,-1.499
-10.57,-1.827,-0.7904
-11.12,-1.954,0.1293
-13.2,-2,1.562
-14,-1.267,1.116
-13.12,-2.203,2.572
-10.72,-2.213,4.472
-10.46,-2.654,4.946
-11.31,-2.333,5.394
-10.26,-2.012,5.341
-8.83,-1.305,4.4
-8.119,-0.7784,3.506
-8.51,-1.181,3.434
-9.468,-1.806,3.557
-9.817,-2.62,3.717
-9.87,-2.819,3.772
-11.19,-2.297,3.169
-13.36,-2.376,2.697
-13.61,-1.186,1.494
-11.49,-0.752,0.6562
-11.14,-1.118,0.8287
-12.37,-0.9221,0.1389
-10.91,-1.468,-0.4095
-8.469,-1.511,-0.5652
-6.479,0.7856,-1.118
-6.32,0,-0.558
-7.978,-0.2946,-1.653
-8.38,-1.027,-1.506
-9.932,-1.526,-0.9532
-12.02,-2.596,-0.3521
-15.45,-2.268,0.3521
-14.9,-2.764,2.73
-10.83,-2.524,3.54
-9.829,-1.794,3.13
-12.68,-0.08622,3.746
-11.91,-0.08862,4.601
-9.554,0.05748,4.771
-8.031,-0.57,5.542
-8.248,-2.56,6.035
-9.396,-3.058,5.564
-10.32,-2.326,4.654
-10.86,-1.607,3.535
-11.5,-0.8862,2.441
-12.94,-1.116,2.079
-14.32,-0.7975,1.839
-13.92,-0.3497,0.467
-11.49,-1.157,0.1533
-12.34,-1.88,-0.3473
-12.05,-2.045,-0.8263
-8.617,0.558,-2.009
-5.928,-0.103,-2.156
-5.645,-0.5868,-1.511
-6.366,-0.5892,-1.859
-8.603,-0.7329,-2.146
-10.5,-1.674,-1.442
-11.98,-2.448,0.07664
-14.21,-2.364,0.5006
-17.03,-2.017,0.9005
-14.29,-2.62,3.77
-9.453,-2.294,4.306
-10.34,-2.036,3.775
-13.91,-3.078,4.73
-11.13,-2.321,4.227
-6.905,-2.172,4.27
-6.402,-1.734,3.925
-7.738,-2.783,3.547
-10.18,-3.542,3.521
-11.82,-2.728,2.958
-11.74,-1.875,2.623
-11.53,-1.667,2.464
-13.34,-2.776,2.714
-15.69,-2.761,1.765
-13.51,-1.502,0.4431
-9.779,-0.6131,-0.1868
-10.66,-0.6419,-0.9556
-10.69,-0.4263,-2.144
-8.83,0.1102,-2.577
-7.319,0.1365,-1.969
-6.78,0.3233,-1.691
-7.7,-0.661,-1.516
-8.512,-1.468,-1.636
-10.05,-1.83,-0.5556
-11.08,-2.407,0.3425
-13.73,-1.899,0.02874
-17,-1.162,0.479
-13.43,-1.303,3.312
-10.84,-1.612,3.949
-12.66,-3.006,5.415
-11.94,-2.261,5.453
-9.206,-1.878,4.383
-7.173,-1.382,4.385
-7.674,-1.619,3.966
-8.84,-2.819,4.189
-10.32,-2.955,4.227
-10.72,-2.457,4.028
-11.28,-1.396,3.161
-13.1,-1.207,2.512
-14.46,-1.269,1.842
-14.09,-1.65,1.109
-11.68,-0.97,0.00479
-9.463,-1.521,-0.5221
-12.12,-2.663,-0.3114
-12.49,-0.2658,-2.496
-7.975,-0.4,-2.304
-5.604,1.152,-2.282
-5.518,0.05988,-1.339
-7.403,0.2587,-1.959
-9.863,-1.123,-1.617
-11.72,-1.279,0.3161
-13.72,-1.169,0.8311
-16.49,-0.4072,0.05988
-14.75,-2.045,1.803
-11.15,-2.649,2.84
-11.48,-3.636,2.704
-13.95,-3.985,3.624
-10.72,-4.158,4.33
-7.559,-2.378,3.887
-6.924,-1.66,4.522
-8.011,-2.381,4.378
-9.887,-2.824,4.155
-10.3,-2.666,3.782
-9.669,-2.594,3.432
-10.88,-2.165,2.896
-13.84,-2.065,1.825
-16.19,-2.702,2.618
-12.71,-1.267,0.9891
-10.05,-0.01916,-0.2611
-14.68,-0.5053,-0.8862
-12.27,-1.128,-1.53
-8.886,-0.4622,-2.017
-7.089,0.9388,-2.654
-6.632,0.7496,-1.55
-8.553,0.9748,-2.723
-9.345,-0.6035,-2.464
-9.532,-0.9748,-1.176
-11.07,-1.576,-0.07185
-14.2,-1.677,-0.2754
-15.36,-1.856,1.03
-13.49,-2.402,3.049
-11.84,-2.498,3.264
-12.74,-2.738,3.94
-11.09,-3.217,4.541
-9.024,-1.82,4.452
-8.04,-1.518,4.79
-8.191,-2.292,5.324
-9.226,-2.644,5.099
-9.776,-2.735,4.316
-10.14,-2.474,3.573
-11.07,-2.184,2.922
-13.95,-2.314,2.738
-15.85,-1.818,2.304
-13.25,-0.7089,0.4934
-11.69,-1.626,-0.2922
-13.59,-1.768,-0.6227
-12.21,-0.6754,-2.323
-8.605,0.5652,-3.264
-6.593,0.1461,-2.385
-7.07,1.478,-2.8
-7.928,0.982,-3.178
-9.432,0.02874,-2.479
-10.27,-0.5341,-0.4934
-12.51,-1.523,0.3616
-15.24,-1.859,0.3473
-14.73,-1.557,1.181
-10.87,-1.902,2.797
-13.57,-3.07,3.272
-15.14,-3.109,4.745
-11.03,-1.897,3.945
-7.446,-1.394,4.548
-7.14,-2.043,4.448
-8.064,-3.578,4.397
-9.221,-4.048,4.445
-9.774,-2.972,3.952
-9.982,-2.402,3.47
-11.59,-2.206,2.809
-14.2,-2.088,2.261
-14.82,-1.358,1.655
-13.35,-1.32,1.03
-12.44,-1.207,-0.01437
-14.29,-1.545,-0.5724
-12.35,-2.036,-0.9005
-8.979,-0.8622,-1.466
-6.797,-0.05509,-1.497
-6.028,-0.2754,-1.248
-6.701,-0.1581,-1.684
-7.326,-0.3952,-1.818
-8.792,-1.049,-1.001
-9.805,-1.578,-0.2611
-12.87,-2.757,0.3497
-13.8,-2.879,1.791
-13.33,-3.07,3.454
-11.18,-2.745,3.753
-13.34,-2.972,3.07
-13.97,-2.086,3.688
-10.85,-0.6754,3.607
-8.177,-0.9005,4.249
-8.035,-1.667,4.359
-8.21,-3.248,4.598
-9.463,-3.791,4.335
-9.805,-3.013,4.064
-10.01,-2.263,3.588
-11.19,-1.902,3.166
-13.55,-2.096,2.807
-13.51,-1.538,2.414
-10.78,-0.9053,1.327
-10.9,-0.8574,0.4143
-13.79,-0.946,-0.2658
-12.05,-1.918,-0.5293
-9.781,-1.159,-0.9556
-7.506,-0.1629,-0.6898
-7.202,-0.5652,-0.3808
-7.484,-0.4479,-0.8023
-7.822,-0.9604,-0.8383
-8.129,-1.803,0.115
-9.465,-2.093,0.3114
-11.53,-2.206,0.04311
-11.61,-2.52,1.334
-8.694,-2.91,3.897
-9.518,-3.377,4.055
-13.73,-3.743,3.925
-12.95,-2.1,4.615
-9.93,-0.6227,5.602
-7.734,-0.7904,5.315
-7.676,-1.65,4.287
-8.85,-2.223,3.411
-9.218,-3.183,3.482
-9.07,-2.766,3.329
-9.171,-2.881,3.509
-11.52,-3.137,3.59
-12.59,-2.821,3.286
-9.784,-1.547,2.057
-11.17,-1.392,1.696
-14.04,-1.154,0.8838
-12.89,-0.7928,-0.1724
-9.202,-0.4072,-0.7688
-6.718,-0.5724,0.4838
-6.931,-0.9556,0.9149
-7.985,-1.37,-0.04551
-8.823,-0.9652,-0.7305
-9.132,-0.9149,0.206
-9.206,-1.14,0.1461
-11.32,-0.9269,-0.6251
-11.87,-1.42,-0.2874
-10.1,-2.175,0.7736
-9.465,-3.434,0.8742
-12.02,-3.058,1.499
-12.82,-2.105,1.935
-10.77,-2.838,3.202
-10.26,-1.629,3.696
-9.999,-1.106,5.037
-10.63,-0.6323,5.065
-10.2,-1.099,5.559
-8.955,-1.53,5.743
-9.345,-2.539,5.523
-12.04,-3.087,4.989
-13.44,-2.239,3.899
-11.18,-1.042,2.122
-12.03,-0.2227,1.988
-15.71,0.4455,0.503
-14.8,-0.9556,-2.072
-12.46,-2.45,-2.129
-10.18,-2.632,-1.655
-9.662,-1.279,-1.104
-8.967,-0.388,-0.776
-7.494,0.2395,-2.955
-6.203,0.8478,-2.474
-7.195,0.4143,-1.655
-8.941,0.3784,-1.892
-12.56,-1.061,-0.9197
-13.73,-1.653,0.7137
-13.46,-3.149,3.578
-14.43,-2.333,4.522
-13.15,-2.915,5.027
-12.39,-0.9053,4.016
-12.43,2.103,4.996
-11.15,0.788,7.211
-9.714,-0.788,7.678
-8.701,-2.555,7.578
-8.356,-3.075,6.347
-9.012,-2.536,4.596
-11,-2.311,3.765
-14.19,-2.275,3.475
-15.7,-1.871,2.287
-15.15,-0.8957,1.602
-14.23,-0.2706,1.008
-13.93,-0.3976,-0.7496
-12.14,-1.947,-1.145
-9.587,-1.899,-0.9556
-7.702,-0.6371,-1.396
-6.689,0.02395,-1.195
-6.119,1.274,-2.053
-6.862,0.661,-2.11
-8.498,-0.3736,-1.14
-10.96,-0.7377,-0.6107
-13.48,-1.128,-0.115
-12.66,-1.906,1.631
-12.65,-2.496,2.848
-16.62,-2.764,3.406
-16.45,-2.069,3.703
-13.05,-0.4646,4.225
-9.551,-0.04551,4.984
-8.636,-0.5269,5.121
-9.027,-1.542,5.291
-9.295,-2.821,5.703
-8.977,-2.639,5.928
-9.228,-2.012,5.168
-11.42,-1.736,4.551
-14.02,-1.791,3.652
-13.59,-0.8814,1.911
-14.12,-1.384,0.9867
-16.61,0.5437,-0.4072
-15.88,-1.423,-1.406
-12.83,-1.947,-2.364
-9.978,-0.9772,-2.486
-9.614,-1.042,-1.586
-7.161,-0.01198,-1.777
-6.792,1.712,-3.396
-7.106,0.6059,-2.773
-7.654,-0.002395,-1.655
-9.896,-0.5964,-1.25
-13.15,-1.672,-0.57
-14.92,-2.527,0.8383
-15.4,-2.742,2.975
-12.25,-2.742,5.305
-13.05,-1.942,4.989
-12.48,-1.008,4.606
-11.06,-0.2227,4.622
-9.527,-0.007185,4.982
-8.699,-1.681,5.918
-8.845,-2.819,6.122
-8.905,-2.429,5.42
-9.551,-2.021,4.457
-11.26,-1.933,3.458
-13.78,-1.928,2.773
-15.14,-1.494,2.22
-13.77,-0.5197,1.099
-12.2,-0.4048,-0.17
-14.24,-1.274,-0.4335
-13,-2.335,-0.4527
-9.115,-0.2587,-1.72
-5.88,1.511,-2.457
-5.911,0.8862,-2.029
-6.869,1.322,-2.84
-9.238,-0.4598,-2.635
-10.05,-0.9748,-1.32
-11.58,-1.779,-0.3808
-14.43,-1.806,-0.2227
-15.82,-2.364,1.221
-13.27,-2.412,2.817
-10.95,-2.591,2.826
-14.4,-2.639,3.042
-14.21,-2.431,4.249
-10.21,-1.298,3.928
-7.149,-1.106,4.711
-6.931,-2.637,4.915
-8.373,-3.722,4.704
-9.853,-3.262,4.299
-10.3,-2.33,3.729
-9.992,-1.734,3.248
-12.97,-1.993,3.181
-15.95,-1.803,2.505
-14.8,-0.7544,0.4934
-10.25,-0.7951,-0.2587
-13.54,-1.293,-0.7041
-15.81,-1.454,-2.247
-10.71,-1.626,-2.005
-7.676,1.102,-3.032
-5.238,1.317,-2.328
-6.807,1.655,-2.776
-8.196,0.8862,-3.36
-9.75,-1.667,-1.993
-12.41,-2.026,-0.9556
-15,-2.055,-0.02395
-15.92,-2.426,1.741
-12.69,-2.014,3.789
-10.06,-1.497,2.515
-13.36,-1.447,2.953
-12.77,-0.6802,3.679
-9.882,-1.54,4.249
-7.669,-1.296,4.596
-7.698,-2.414,4.74
-8.263,-3.269,5.185
-9.496,-3.078,4.306
-10.56,-3.185,4.04
-11.9,-4.04,3.672
-13.64,-7.243,3.161
-16.27,-7.803,0.9388
-16,-8.418,-0.9436
-15.01,-6.725,-1.095
-13.93,-6.96,0.3784
-12.59,-7.784,1.684
-9.226,-7.044,2.285
-7.769,-5.135,3.296
-5.528,-4.119,4.004
-4.79,-2.249,5.461
-2.932,-1.006,4.917
-2.218,1.202,5.659
-0.7472,1.226,6.275
-0.3425,1.861,7.413
0.0479,3.195,7.666
0.2347,2.893,8.059
-0.02874,2.429,9.18
-0.1102,1.756,8.677
-0.5269,1.36,8.167
-0.1509,1.727,8.581
-1.071,2.189,9.285
-1.015,1.911,9.568
-1.509,2.333,10.06
-1.279,2.96,9.357
-0.7353,1.94,9.556
-0.376,2.053,9.448
-0.4383,1.875,9.575
-0.4982,1.976,9.695
-0.6347,2.053,9.808
-0.7137,1.981,9.915
-0.6562,1.799,9.961
-0.5988,1.815,9.942
-0.5844,1.789,9.815
-0.5892,1.818,9.836
-0.6514,2.108,9.654
-0.5341,2.251,9.592
-0.5868,2.225,9.575
-0.6514,2.105,9.448
-0.6251,2.033,9.47
-0.6514,2.074,9.417
-0.6395,2.213,9.556
-0.6993,2.036,9.559
-0.582,2.1,9.57
-0.5724,2.342,9.535
-0.6035,2.522,9.434
-0.6323,2.639,9.321
-0.5748,2.709,9.106
-0.5724,2.646,9.06
-0.6155,2.426,9.106
-0.6371,2.273,9.194
-0.5317,2.287,9.336
-0.4958,2.17,9.47
-0.4383,2.378,9.554
-0.3593,2.433,9.563
-0.467,2.352,9.597
-0.558,2.297,9.515
-0.5077,2.366,9.511
-0.5604,2.414,9.441
-0.6035,2.34,9.357
-0.7137,2.16,9.434
-0.5892,2.151,9.341
-0.4646,2.062,9.317
-0.4598,1.95,9.448
-0.5389,1.997,9.465
-0.5844,2.096,9.559
-0.6035,2.203,9.496
-0.685,2.218,9.381
-0.6275,2.263,9.324
-0.5365,2.247,9.309
-0.3712,2.208,9.388
-0.2754,2.177,9.647
-0.6203,1.626,9.422
-0.8215,2.057,9.381
-0.4718,2.457,9.283
-0.6203,2.402,9.599
-0.5269,2.546,9.436
-0.479,2.412,9.415
-1.768,2.206,8.529
0.5532,2.766,9.982
-0.2778,2.565,9.297
-0.6467,2.249,9.18
-0.2994,2.445,9.324
-0.5389,2.829,9.075
-0.309,2.996,8.869
-0.8526,2.345,8.792
-0.5868,1.791,9.02
-0.5293,1.839,9.149
-0.6083,1.617,9.537
-0.6155,1.779,9.812
-0.673,2.122,10.02
-0.7928,2.493,10.05
-0.8023,2.587,9.985
-0.685,2.591,9.942
-0.6107,2.512,9.908
